channel,flutter_version,dart_sdk_version,release_date,flutter_release_commit_hash,engine_version_commit_hash,snapshot_hash
stable,3.7.12,2.19.6,2023-04-20T00:21:45.294845Z,4d9e56e694b656610ab87fcf2efbcd226e0ed8cf,1a65d409c7a1438a34d21b60bf30a6fd5db59314,adb4292f3ec25074ca70abcd2d5c7251
beta,3.10.0-1.3.pre,3.0.0 (build 3.0.0-417.2.beta),2023-04-19T22:21:01.230158Z,d11aff97d2df15a076d285f6ad18da75c0d75ddd,a645b36a9b8133090a73112cb03b09fb58a5c506,aa64af18e7d086041ac127cc4bc50c5e
beta,3.10.0-1.1.pre,3.0.0 (build 3.0.0-417.1.beta),2023-04-12T22:58:36.828859Z,ecdb7841df7de82e8c1abf6d98db25f160e7fde4,870e640e7edb592a4022fa41e794a10e292955d4,aa64af18e7d086041ac127cc4bc50c5e
stable,3.7.11,2.19.6,2023-04-12T17:07:01.301355Z,f72efea43c3013323d1b95cff571f3c1caa37583,1a65d409c7a1438a34d21b60bf30a6fd5db59314,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.10,2.19.6,2023-04-05T17:17:16.845293Z,4b12645012342076800eb701bcdfe18f87da21cf,ec975089acb540fc60752606a3d3ba809dd1528b,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.9,2.19.6,2023-03-30T19:49:58.794240Z,62bd79521d8d007524e351747471ba66696fc2d4,ec975089acb540fc60752606a3d3ba809dd1528b,adb4292f3ec25074ca70abcd2d5c7251
beta,3.9.0-0.2.pre,3.0.0 (build 3.0.0-290.3.beta),2023-03-24T18:27:52.644985Z,0df8557c56a182d31fa024eeb08c428ae52edf7f,1cc4b2d280f5705c7901c10676eae8bdb3142631,618084be871d017013dc342a8ecadba6
stable,3.7.8,2.19.5,2023-03-22T17:48:52.278904Z,90c64ed42ba53a52d18f0cb3b17666c8662ed2a0,9aa7816315095c86410527932918c718cb35e7d6,adb4292f3ec25074ca70abcd2d5c7251
beta,3.9.0-0.1.pre,3.0.0 (build 3.0.0-290.1.beta),2023-03-15T22:58:49.073713Z,f3d140022d6a68df8b0e3776594819ce0ee94e2d,dec409804a77c9fc71d894d8c818682c744c78b6,618084be871d017013dc342a8ecadba6
stable,3.7.7,2.19.4,2023-03-08T20:53:23.713703Z,2ad6cd72c040113b47ee9055e722606a490ef0da,1837b5be5f0f1376a1ccf383950e83a80177fb4e,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.6,2.19.3,2023-03-01T21:08:18.329454Z,12cb4eb7a009f52b347b62ade7cb4854b926af72,ada363ee93b17cfe31587b5102679885cb40837e,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.5,2.19.2,2023-02-23T04:34:22.630384Z,c07f7888888435fd9df505aa2efc38d3cf65681b,0f359063c487ee70787e58b4b011cbb3c2f53fd6,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.4,2.19.2,2023-02-21T21:31:04.792661Z,b4bce91dd0f168179d46a7ae5eceb3572ba9637a,248290d6d50a1bf1a6a246544347c03acda867a5,adb4292f3ec25074ca70abcd2d5c7251
beta,3.8.0-10.1.pre,3.0.0 (build 3.0.0-218.1.beta),2023-02-17T17:17:08.473454Z,1a0a03a41d6613c10bab23508dee456f184b181b,639e313f998a27ae82a876e1c6c1374afae6f843,8860f13fdeacf945548b94e3293739dc
stable,3.7.3,2.19.2,2023-02-09T17:02:14.171562Z,9944297138845a94256f1cf37beb88ff9a8e811a,248290d6d50a1bf1a6a246544347c03acda867a5,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.2,2.19.2,2023-02-08T18:07:14.532725Z,32fb2f948e9b1a2d1b876ebee3558be7f51b457f,f40b73f8a4d5bc2bf50b21e3c0fb478b8f282486,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.1,2.19.1,2023-02-01T21:25:02.828380Z,7048ed95a5ad3e43d697e0c397464193991fc230,800594f1f4a6674010a6f1603c07a919b4d7ebd7,adb4292f3ec25074ca70abcd2d5c7251
stable,3.7.0,2.19.0,2023-01-24T18:52:29.276391Z,b06b8b2710955028a6b562f5aa6fe62941d6febf,b24591ed328a2d4ce6505819e2f5898a78132f7f,501ef5cbd64ca70b6b42672346af6a8a
beta,3.7.0-1.5.pre,2.19.0 (build 2.19.0-444.6.beta),2023-01-23T23:08:11.348935Z,099b3f4bf1581796fac3848d3381dbf2f29edbea,45c5586f2a9583d9511b742703529a92bf8f9db5,501ef5cbd64ca70b6b42672346af6a8a
stable,3.3.10,2.18.6,2023-01-23T19:48:31.546617Z,135454af32477f815a7525073027a3ff9eff1bfd,3316dd8728419ad3534e3f6112aa6291f587078a,b6d0a1f034d158b0d37b51d559379697
beta,3.7.0-1.4.pre,2.19.0 (build 2.19.0-444.4.beta),2023-01-11T18:15:03.971610Z,686fe913dc963954b99e62048569cb9ac8e551c8,ac5c83dd5ff1ddfae2f642401f67db550428aee3,501ef5cbd64ca70b6b42672346af6a8a
beta,3.7.0-1.3.pre,2.19.0 (build 2.19.0-444.3.beta),2023-01-05T17:47:42.981002Z,9b4416aaa79bf984d06aa40ab515a274a50a75a7,7b8906637ffd2b4cfde561f40a6f4eaab6bade13,501ef5cbd64ca70b6b42672346af6a8a
beta,3.7.0-1.2.pre,2.19.0 (build 2.19.0-444.2.beta),2022-12-20T01:59:20.718823Z,c29b09b8782b39b1678bc9c861f40902086fb7c8,8c99b0feaf9715af490612f00954c6a76374a907,501ef5cbd64ca70b6b42672346af6a8a
beta,3.7.0-1.1.pre,2.19.0 (build 2.19.0-444.1.beta),2022-12-08T18:10:44.186943Z,e599f02c7af4aa8aba0e8e96f71c737f85be3c6e,4971c5b2e7e66cb7abc858b4e0203ce7d39f6ff1,c7dc2f8f88f49836586d90b0dbf9d45d
stable,3.3.9,2.18.5,2022-11-23T16:40:32.603420Z,b8f7f1f9869bb2d116aa6a70dbeac61000b52849,8f2221fbef28b478debb78dd233f5250b220ca99,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.6.0-0.1.pre,2.19.0 (build 2.19.0-374.1.beta),2022-11-17T19:46:51.911076Z,75927305ff855f76a9ef704f9b4a86fa2fce7292,b754eabc98fb5dc75d90b8b5fca440ce8aac4c44,1bd8ca171064c8b8d387e47f96375a6f
stable,3.3.8,2.18.4,2022-11-09T18:13:11.974062Z,52b3dc25f6471c27b2144594abb11c741cb88f57,857bd6b74c5eb56151bfafe91e7fa6a82b6fee25,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.3.7,2.18.4,2022-11-02T17:48:40.430644Z,e99c9c7cd9f6c0b2f8ae6e3ebfd585239f5568f4,857bd6b74c5eb56151bfafe91e7fa6a82b6fee25,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.3.6,2.18.2,2022-10-26T16:52:00.298277Z,6928314d505d2bb4777be05e45d7808a5aa91d2a,3ad69d7be3a7231aab5525db322fc699f098315f,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.3.5,2.18.2,2022-10-19T22:16:09.519089Z,d9111f64021372856901a1fd5bfbc386cade3318,3ad69d7be3a7231aab5525db322fc699f098315f,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.4.0-34.1.pre,2.19.0 (build 2.19.0-255.2.beta),2022-10-06T17:12:01.834313Z,71520442d4d0d41b2d158c519928d90ddab3766f,db0cbb2145c227cdac34b7a6a866e274f06e6e12,b6a1c0b8562a7680adedfbb8fcc5a065
stable,3.3.4,2.18.2,2022-10-05T16:48:07.889310Z,eb6d86ee27deecba4a83536aa20f366a6044895c,c08d7d5efc9aa6eb3c30cfb3be6dc09bca5e7631,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.3.3,2.18.2,2022-09-28T19:51:59.024002Z,18a827f3933c19f51862dde3fa472197683249d6,5c984c26ebc4a0a8897305d3c6bef70ced91090d,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.4.0-17.2.pre,2.19.0 (build 2.19.0-146.2.beta),2022-09-21T20:26:17.472747Z,d6260f127fe3f88c98231243b387b48448479bff,3950c6140a3f1cb295364b0446627bd3a1736915,1044d5d7857485639caee4798a5dcbb7
beta,3.4.0-17.1.pre,2.19.0 (build 2.19.0-146.1.beta),2022-09-21T00:45:03.783788Z,98338388391370431e7a3c0e4602b1a29fbd1581,9b2472da99dd27fd1cd817ae47cd2e3328d1049b,1044d5d7857485639caee4798a5dcbb7
stable,3.3.2,2.18.1,2022-09-14T15:06:55.724077Z,e3c29ec00c9c825c891d75054c63fcc46454dca1,a4ff2c53d84ca78702bc3be6c7ef0788ffca01d3,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.3.1,2.18.0,2022-09-07T15:30:42.283999Z,4f9d92fbbdf072a70a70d2179a9f87392b94104c,3efdf03e73dd352873fc5a7e1c0de04e52863b3a,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.3.0,2.18.0,2022-08-30T17:22:12.916008Z,ffccd96b62ee8cec7740dab303538c5fc26ac543,5e9e0e0aa8be4ff69facadd706b713f0bb54d5b3,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.3.0-0.5.pre,2.18.0 (build 2.18.0-271.7.beta),2022-08-23T17:03:21.525151Z,096162697a9cdc79f4e47f7230d70935fa81fd24,ad3d868e0d174f5a8447b011bd714d18a5f2abec,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.3.0-0.4.pre,2.18.0 (build 2.18.0-271.7.beta),2022-08-20T04:51:18.022823Z,3c0bee85b8e43b860877922bdc411a7333db4d32,ad3d868e0d174f5a8447b011bd714d18a5f2abec,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.3.0-0.3.pre,2.18.0 (build 2.18.0-271.4.beta),2022-08-10T19:12:48.645905Z,8c1149878bbb8f062aecfab4d825e5b87bdb4487,f16e757d5d68c164d084b61d84e3b7cd14eacba9,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.3.0-0.2.pre,2.18.0 (build 2.18.0-271.4.beta),2022-08-03T01:06:09.377154Z,7ac27ac8e6a42750c475ba8a2a3c7047b93fd949,d1e7dc18bf272f7f2be1c9094307fa0462787ff2,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.3.0-0.1.pre,2.18.0 (build 2.18.0-271.4.beta),2022-07-27T20:02:24.681157Z,d952ca86d64772b1b9b0df27cf9ea145e80c38e5,fd131c385ee2a2d0484c49ed859911798e4e177b,b0e899ec5a90e4661501f0b69e9dd70f
beta,3.3.0-0.0.pre,2.18.0 (build 2.18.0-271.2.beta),2022-07-20T17:33:09.773259Z,f90da9b1672f7d006ba760fbb8fd1aa17af1a82a,1388adb442192ce155630eeb6806b74db07dd15e,b0e899ec5a90e4661501f0b69e9dd70f
stable,3.0.5,2.17.6,2022-07-13T20:57:03.919551Z,f1875d570e39de09040c8f79aa13cc56baab8db1,e85ea0e79c6d894c120cda4ee8ee10fe6745e187,1441d6b13b8623fa7fbf61433abebd31
stable,3.0.4,2.17.5,2022-07-01T13:45:08.754031Z,85684f9300908116a78138ea4c6036c35c9a1236,6ba2af10bb05c88a2731482cedf2cfd11cf5af0b,1441d6b13b8623fa7fbf61433abebd31
stable,3.0.3,2.17.5,2022-06-22T21:06:55.035195Z,676cefaaff197f27424942307668886253e1ec35,ffe7b86a1e5b5cb63c8385ae1adc759e372ee8f4,1441d6b13b8623fa7fbf61433abebd31
beta,3.1.0-9.0.pre,2.18.0 (build 2.18.0-165.1.beta),2022-06-15T13:45:33.556861Z,f28e570c8cb12a004fae2d796d0d9cd46603bde9,74ee6b5afd8d7c3f7c66efa1a2a384e15267f9be,8e50e448b241be23b9e990094f4dca39
stable,3.0.2,2.17.3,2022-06-10T15:16:49.981007Z,cd41fdd495f6944ecd3506c21e94c6567b073278,f15f824b57476e369b5e656f53d4c431c5b04b9a,1441d6b13b8623fa7fbf61433abebd31
beta,3.1.0,2.18.0 (build 2.18.0-44.1.beta),2022-05-26T18:09:48.638565Z,bcea432bce54a83306b3c00a7ad0ed98f777348d,44e5b38ee83a1282981a30abc08ffcf6cd0e44bd,6a9b5a03a7e784a4558b10c769f188d9
stable,3.0.1,2.17.1,2022-05-20T03:45:16.909313Z,fb57da5f945d02ef4f98dfd9409a72b7cce74268,caaafc5604ee9172293eb84a381be6aadd660317,1441d6b13b8623fa7fbf61433abebd31
stable,3.0.0,2.17.0,2022-05-11T18:55:24.142977Z,ee4e09cce01d6f2d7f4baebd247fde02e5008851,d1b9a6938ad77326ac3a94d92bbc77933ed829ed,1441d6b13b8623fa7fbf61433abebd31
beta,2.13.0-0.4.pre,2.17.0 (build 2.17.0-266.8.beta),2022-05-05T21:48:01.989568Z,25caf1461b8f643092a9f6f5b224453b5c057d10,c5caf749fe75db788dba8def502c46c094435605,1441d6b13b8623fa7fbf61433abebd31
beta,2.13.0-0.3.pre,2.17.0 (build 2.17.0-266.7.beta),2022-04-27T22:49:11.654128Z,5293f3cd4427b4b48ed155e7a3852c6b3c53d94a,3096903c8923608d3c1ccf8058a29c31a2bfbc53,1441d6b13b8623fa7fbf61433abebd31
beta,2.13.0-0.2.pre,2.17.0 (build 2.17.0-266.5.beta),2022-04-20T17:54:05.435804Z,8662e22bac54c71bc4fa5a4f37e9ee80bfd08a4e,24a02fa5ee681840cdc842c22f4cb4bdd5ec3115,1441d6b13b8623fa7fbf61433abebd31
stable,2.10.5,2.16.2,2022-04-18T19:39:16.376216Z,5464c5bac742001448fe4fc0597be939379f88ea,57d3bac3dd5cb5b0e464ab70e7bc8a0d8cf083ab,d56742caf7b3b3f4bd2df93a9bbb5503
beta,2.13.0-0.1.pre,2.17.0 (build 2.17.0-266.1.beta),2022-04-13T19:01:07.412476Z,13a2fb10b838971ce211230f8ffdd094c14af02c,499984f99cfe01e3b69d962ec4847f70c4317694,1441d6b13b8623fa7fbf61433abebd31
dev,2.13.0-0.1.pre,2.17.0 (build 2.17.0-266.1.beta),2022-04-13T19:00:17.681606Z,13a2fb10b838971ce211230f8ffdd094c14af02c,499984f99cfe01e3b69d962ec4847f70c4317694,1441d6b13b8623fa7fbf61433abebd31
beta,2.12.0-4.2.pre,2.17.0 (build 2.17.0-182.2.beta),2022-04-06T00:18:33.863902Z,5c931b769b581d536ee5b5d58677d39a110da3d0,486f4a749e532b865d5d24990d865f7d902b8fb3,a0cb0c928b23bc17a26e062b351dc44d
stable,2.10.4,2.16.2,2022-03-28T16:58:30.367026Z,c860cba910319332564e1e9d470a17074c1f2dfd,57d3bac3dd5cb5b0e464ab70e7bc8a0d8cf083ab,d56742caf7b3b3f4bd2df93a9bbb5503
beta,2.12.0-4.1.pre,2.17.0 (build 2.17.0-182.1.beta),2022-03-17T23:45:13.673618Z,680962aa75a3c0ea8a55c57adc98944f5558bafd,e9f57b5d0f56ea3288c7206f56717ca19ffe5358,a0cb0c928b23bc17a26e062b351dc44d
stable,2.10.3,2.16.1,2022-03-03T02:51:02.356833Z,7e9793dee1b85a243edd0e06cb1658e98b077561,bd539267b42051b0da3d16ffa8f48949dce8aa8f,d56742caf7b3b3f4bd2df93a9bbb5503
stable,2.10.2,2.16.1,2022-02-19T04:37:38.591434Z,097d3313d8e2c7f901932d63e537c1acefb87800,a83ed0e5e3b9cd2b5e2f07ef31c72f43c55e93b7,d56742caf7b3b3f4bd2df93a9bbb5503
beta,2.11.0-0.1.pre,2.17.0 (build 2.17.0-69.2.beta),2022-02-16T18:34:51.633640Z,b101bfe32f634566e7cb2791a9efe19cf8828b15,e3559935720ea88dfcdf9079c394ffdb5146ceab,ded6ef11c73fdc638d6ff6d3ad22a67b
dev,2.11.0-0.1.pre,2.17.0 (build 2.17.0-69.2.beta),2022-02-16T18:34:15.586108Z,b101bfe32f634566e7cb2791a9efe19cf8828b15,e3559935720ea88dfcdf9079c394ffdb5146ceab,ded6ef11c73fdc638d6ff6d3ad22a67b
stable,2.10.1,2.16.1,2022-02-10T01:18:38.655778Z,db747aa1331bd95bc9b3874c842261ca2d302cd5,ab46186b246f5a36bd1f3f295d14a43abb1e2f38,d56742caf7b3b3f4bd2df93a9bbb5503
stable,2.10.0,2.16.0,2022-02-03T16:29:13.224211Z,5f105a6ca7a5ac7b8bc9b241f4c2d86f4188cf5c,776efd2034d50af73e2876d703213601df384e88,d56742caf7b3b3f4bd2df93a9bbb5503
beta,2.10.0-0.3.pre,2.16.0 (build 2.16.0-134.5.beta),2022-01-27T01:12:24.134119Z,fdd0af78bbda27e1084ec859b27765d927cbe27e,5ac30ef0c70b76c5d5b5465b0ad4f08d5433684f,d56742caf7b3b3f4bd2df93a9bbb5503
dev,2.10.0-0.3.pre,2.16.0 (build 2.16.0-134.5.beta),2022-01-26T17:38:52.793908Z,fdd0af78bbda27e1084ec859b27765d927cbe27e,5ac30ef0c70b76c5d5b5465b0ad4f08d5433684f,d56742caf7b3b3f4bd2df93a9bbb5503
dev,2.10.0-0.2.pre,2.16.0 (build 2.16.0-134.1.beta),2022-01-20T21:48:07.280310Z,73adb1406a9cff796e2203ad16fd285220a6ec97,74b74b10ea6764e373ca2bcb420fdb4a6f6b5918,d56742caf7b3b3f4bd2df93a9bbb5503
beta,2.10.0-0.2.pre,2.16.0 (build 2.16.0-134.1.beta),2022-01-20T21:46:01.134110Z,73adb1406a9cff796e2203ad16fd285220a6ec97,74b74b10ea6764e373ca2bcb420fdb4a6f6b5918,d56742caf7b3b3f4bd2df93a9bbb5503
dev,2.10.0-0.1.pre,2.16.0 (build 2.16.0-134.1.beta),2022-01-12T20:49:45.416529Z,628f0e3f3a01d6e6b5fd8c2d7b8f0d58883b6673,63ca99584a1aef79722b2a7c6414570b54416bab,d56742caf7b3b3f4bd2df93a9bbb5503
beta,2.10.0-0.1.pre,2.16.0 (build 2.16.0-134.1.beta),2022-01-12T20:48:23.538023Z,628f0e3f3a01d6e6b5fd8c2d7b8f0d58883b6673,63ca99584a1aef79722b2a7c6414570b54416bab,d56742caf7b3b3f4bd2df93a9bbb5503
stable,2.8.1,2.15.1,2021-12-16T19:49:49.658346Z,77d935af4db863f6abd0b9c31c7e6df2a13de57b,890a5fca2e34db413be624fc83aeea8e61d42ce6,adf563436d12ba0d50ea5beb7f3be1bb
beta,2.9.0-0.1.pre,null,2021-12-15T00:49:29.119269Z,8f1f9c10f04b8f106d78275e93ceead8ea837d8b,234aca678a2fb70ff2659870186f97c32f8894f4,3318fe66091c0ffbb64faec39976cb7d
dev,2.9.0-0.1.pre,null,2021-12-15T00:44:54.161431Z,8f1f9c10f04b8f106d78275e93ceead8ea837d8b,234aca678a2fb70ff2659870186f97c32f8894f4,3318fe66091c0ffbb64faec39976cb7d
stable,2.8.0,2.15.0,2021-12-09T01:20:18.536950Z,cf4400006550b70f28e4b4af815151d1e74846c6,40a99c595137e4b2f5b2efa8ff343ea23c1e16b8,adf563436d12ba0d50ea5beb7f3be1bb
beta,2.8.0-3.3.pre,null,2021-12-01T23:27:03.890556Z,262b70ece1aebf84f132c51ec4cf90be605ce61b,06a7363b0cfd4092fe06eb80f829b5fbc94fd32a,adf563436d12ba0d50ea5beb7f3be1bb
beta,2.8.0-3.2.pre,null,2021-11-18T19:56:24.033984Z,2901cd720879ba3d7ba7cbd7d447ec9e80f937b6,bcc2b7f12cada3d1359e353c416568b4c3f6df69,adf563436d12ba0d50ea5beb7f3be1bb
beta,2.8.0-3.1.pre,null,2021-11-12T22:37:32.489308Z,3dab5550407a2c2fe70a762acfdfde93311148de,09f1520e8b9585d133faf1eccced9357670c6d11,adf563436d12ba0d50ea5beb7f3be1bb
beta,2.7.0-3.1.pre,null,2021-10-28T01:23:19.625915Z,fc7015e35aac7ab785e7ae15a47db5c9e669ec7f,a75e3b80f9c1ffb30bbe736c5a42e4a815a79197,24d9d411c2f90c8fbe8907f99e89d4b0
beta,2.7.0-3.0.pre,null,2021-10-20T15:31:44.689523Z,c19845a8c347adebc2c672f5e51b74855e645be2,bbba2b2437d739a455ecafb66a22a46d31b233ed,24d9d411c2f90c8fbe8907f99e89d4b0
stable,2.5.3,2.14.4,2021-10-15T20:49:17.899307Z,18116933e77adc82f80866c928266a5b4f1ed645,d3ea636dc5d16b56819f3266241e1f708979c233,9cf77f4405212c45daf608e1cd646852
stable,2.5.2,2.14.3,2021-09-30T23:48:47.983504Z,3595343e20a61ff16d14e8ecc25f364276bb1b8b,6ac856380fa4f66469552ce986edf59f65f7cd68,9cf77f4405212c45daf608e1cd646852
dev,2.6.0-11.0.pre,null,2021-09-25T04:23:04.133746Z,4b330ddbedab445481cc73d50a4695b9154b4e4f,5b81c6d615c395d70f7032763aa8e89f16fb2bdd,f1db3415a45bf430607898342ec95936
stable,2.5.1,2.14.2,2021-09-17T21:54:22.188763Z,ffb2ecea5223acdd139a5039be2f9c796962833d,b3af521a050e6ef076778bcaf16e27b2521df8f8,9cf77f4405212c45daf608e1cd646852
beta,2.6.0-5.2.pre,null,2021-09-16T01:31:55.213255Z,400608f101bcfb21db99ac4d5df763a80c279337,1d521d89d8d98f27be4e0ff84d5c6b72dbdc91ca,f10776149bf76be288def3c2ca73bdc1
dev,2.6.0-5.1.pre,null,2021-09-13T19:01:48.167401Z,f2903d3da5710368d169577ae4682937fb4f7bc9,0bd9be379a17d0e22d1f4fc1e562dbc9e6978832,f10776149bf76be288def3c2ca73bdc1
beta,2.5.0,2.14.0,2021-09-10T22:05:24.891384Z,4cc385b4b84ac2f816d939a49ea1f328c4e0b48e,f0826da7ef2d301eb8f4ead91aaf026aa2b52881,9cf77f4405212c45daf608e1cd646852
stable,2.5.0,2.14.0,2021-09-08T15:47:00.801389Z,4cc385b4b84ac2f816d939a49ea1f328c4e0b48e,f0826da7ef2d301eb8f4ead91aaf026aa2b52881,9cf77f4405212c45daf608e1cd646852
beta,2.5.0-5.3.pre,null,2021-09-02T17:36:07.377135Z,a7fb06d6faa2f0ad0da124c79a4eb26ae091baa5,fcde2c8b2f0891c80e1f0f794bc7c26dd50f2949,9cf77f4405212c45daf608e1cd646852
dev,2.6.0-0.0.pre,null,2021-08-26T00:01:48.631915Z,83b9e99cfbb8be5215514d7fa21191961b4a620d,d5adde01dd672ba4f6819d85218beb01142dca27,f2ed175878eb1ab377414135b301edb8
beta,2.5.0-5.2.pre,null,2021-08-19T18:36:51.976322Z,19c61fed0da681ba2068c97e22add3bde38e51e4,7a4c4505f6a7a1aa758d62b58150dce43cfa473f,9cf77f4405212c45daf608e1cd646852
dev,2.5.0-6.0.pre,null,2021-08-12T23:48:47.162540Z,225a43d941ddd1753765fec3682011e9ddffb11d,07ec4b82c71ce2f34c72caeaf061f7ad82cb25e4,47d2fd85fe2d669fbde6102e01968b36
beta,2.5.0-5.1.pre,null,2021-08-12T00:33:41.428591Z,65cf7de5f45140010a5d2989f5abbbf530708a6b,fbeb7e22bd6d594a16c487cc138970fbd2a77d40,9cf77f4405212c45daf608e1cd646852
dev,2.5.0-5.0.pre,null,2021-08-05T18:54:18.003234Z,0f465e5b2a3ed2431321b490a614c3d15089854c,a0d89b1a543d3db982744179d846fb8e8397e889,b555f636e5ed67c4cd65ec7250ff2930
dev,2.5.0-1.0.pre,null,2021-07-27T21:03:05.871866Z,184e5871beea4a9b1cbd65dcc57118a7d97285f3,a877f6fed68e1b961f76ec0fece9e7c684679e75,0ace76156789dce96e2a5d89e2895a4b
beta,2.4.0-4.2.pre,null,2021-07-22T22:44:29.627542Z,f18b9281c2280c2646aa3d4348715ed5bb9446c8,844c29f42a614420b2205c178f22d30b43a8b0bb,659a72e41e3276e882709901c27de33d
beta,2.4.0-4.1.pre,null,2021-07-22T19:18:29.069347Z,7636dea9ca4fe4377dd557c262a992d0cd894bc7,ed25e8f01efe6e778cdc65a1858ba3c5ce629786,659a72e41e3276e882709901c27de33d
dev,2.4.0-4.0.pre,null,2021-07-13T23:36:55.783538Z,cc00e7e6bc281f6af9a257e7e33868ef782b1cf7,ed25e8f01efe6e778cdc65a1858ba3c5ce629786,659a72e41e3276e882709901c27de33d
dev,2.4.0-0.0.pre,null,2021-07-02T21:52:31.207424Z,96bbcd006fafade4ad7a4abde77cec32df6846ea,c633b2a6a04ffe81308cdd8916c062725a8ed1e1,179244c371e0a111ba4142c8cdd14de1
stable,2.2.3,2.13.4,2021-07-01T22:45:40.189203Z,f4abaa0735eba4dfd8f33f73363911d63931fe03,241c87ad800beeab545ab867354d4683d5bfb6ce,e4a09dbf2bb120fe4674e0576617a0dc
beta,2.3.0-24.1.pre,null,2021-06-25T23:07:46.452426Z,615957513eb43b128a16048ab5aa2daaba1656cd,9d517f475ba1282b619477bde8e708d6a34287cf,7a5b240780941844bae88eca5dbaa7b8
dev,2.3.0-24.0.pre,null,2021-06-17T00:37:48.018361Z,2b9537c783063d0459b6282a218658a6955938d9,ddbac024d165c373396e1f125666848d1539a38d,7a5b240780941844bae88eca5dbaa7b8
stable,2.2.2,2.13.3,2021-06-11T18:59:42.020688Z,d79295af24c3ed621c33713ecda14ad196fd9c31,91c9fc8fe011352879e3bb6660966eafc0847233,e4a09dbf2bb120fe4674e0576617a0dc
beta,2.2.2,2.13.3,2021-06-11T18:37:58.905573Z,d79295af24c3ed621c33713ecda14ad196fd9c31,91c9fc8fe011352879e3bb6660966eafc0847233,e4a09dbf2bb120fe4674e0576617a0dc
dev,2.3.0-16.0.pre,null,2021-05-28T00:10:53.758976Z,fa5883b78e566877613ad1ccb48dd92075cb5c23,2f067fc4c57d53e565532f4e188c947fe48cd57d,b94a04a25144701785e6e30df9f2d66d
stable,2.2.1,2.13.1,2021-05-27T23:12:48.651764Z,02c026b03cd31dd3f867e5faeb7e104cce174c5f,0fdb562ac8068ce3dda6b69aca3f355f4d1d2718,e4a09dbf2bb120fe4674e0576617a0dc
beta,2.2.0,2.13.0,2021-05-19T21:19:41.989636Z,b22742018b3edf16c6cadd7b76d9db5e7f9064b5,a9d88a4d182bdae23e3a4989abfb7ea25954aad1,e4a09dbf2bb120fe4674e0576617a0dc
dev,2.3.0-12.1.pre,null,2021-05-18T23:20:33.552100Z,f9c825981c2d18f5bd90ce9eebb45d3ad345a9c4,26e217e6c3d487bb3c0cbf8a7edb378952a51d33,03e6d2a403f559edb69f9e16146a50f2
stable,2.2.0,2.13.0,2021-05-18T19:17:17.138745Z,b22742018b3edf16c6cadd7b76d9db5e7f9064b5,a9d88a4d182bdae23e3a4989abfb7ea25954aad1,e4a09dbf2bb120fe4674e0576617a0dc
dev,2.3.0-1.0.pre,null,2021-05-10T23:46:36.836918Z,d97f41caed971d4668ffe56699367ec3978db8f6,e7939e091e2c995db93e8febd2814e9235225925,960c5f6e01bf057848eae4f97e563a36
beta,2.2.0-10.3.pre,null,2021-05-10T20:26:30.458311Z,06e2fd63574bad2edafbe4653104ed76871ee0b1,a123e75c6082da3a08f229b9c565e64b5b24a8a3,e4a09dbf2bb120fe4674e0576617a0dc
stable,2.0.6,2.12.3,2021-04-30T18:55:55.681560Z,1d9032c7e1d867f071f2277eb1673e8f9b0274e3,05e680e202af9a92461070cb2d9982acad46c83c,5b97292b25f0a715613b7a28e0734f77
beta,2.2.0-10.2.pre,null,2021-04-29T19:24:48.246375Z,b5017bf8de877083978bfeb1874d236c3fc83029,91ed51e05c68efdbddf642735f164fc914358cff,e4a09dbf2bb120fe4674e0576617a0dc
dev,2.3.0-0.1.pre,null,2021-04-27T16:47:41.489410Z,d72bfb8d073c6cf943a6637290dd3f8cdad11831,de6e1adf9730aad8e531690d2b3752b663ebbdaa,e89bb14ef57e26574631b8178f11ee79
stable,2.0.5,2.12.3,2021-04-16T18:02:50.882857Z,adc687823a831bbebe28bdccfac1a628ca621513,b09f014e9658da6647361e7e416d1a159d34192d,5b97292b25f0a715613b7a28e0734f77
