channel,flutter_version,dart_sdk_version,release_date,flutter_release_commit_hash,engine_version_commit_hash,snapshot_hash
beta,2.2.0-10.1.pre,null,2021-04-15T22:30:23.747628Z,0941968447ea8058e56e1479f7e53147149b739e,d2a2e93510ad6cfc3d62a90d903b7056e4da8264,34f6eec64e9371856eaaa278ccf56538
dev,2.2.0-10.1.pre,null,2021-04-15T21:38:17.994457Z,0941968447ea8058e56e1479f7e53147149b739e,d2a2e93510ad6cfc3d62a90d903b7056e4da8264,34f6eec64e9371856eaaa278ccf56538
stable,2.0.4,2.12.2,2021-04-02T20:38:34.337921Z,b1395592de68cc8ac4522094ae59956dd21a91db,2dce47073a378673f6ca095e91b8065544c3a881,5b97292b25f0a715613b7a28e0734f77
stable,2.0.3,2.12.2,2021-03-19T20:20:00.679525Z,4d7946a68d26794349189cf21b3f68cc6fe61dcb,3459eb24361807fb186953a864cf890fa8e9d26a,5b97292b25f0a715613b7a28e0734f77
beta,2.1.0-12.2.pre,null,2021-03-18T21:12:39.692985Z,5bedb7b1d5698ce2c1c67aaf9afae7b3948b172a,711ab3fda05004ee5f6035f2a0bf099fca39a129,39a9141bbcc3cae43e6f9f6b7fbaafe3
beta,2.0.2,2.12.1,2021-03-15T17:14:38.354510Z,8962f6dc68ec8e2206ac2fa874da4a453856c7d3,5d8bf811b3072390933d69f3e289a4bb673636c4,5b97292b25f0a715613b7a28e0734f77
dev,2.1.0-12.1.pre,null,2021-03-13T01:00:51.363231Z,8264cb3e8a797eef39cbcd32bb56fd07790efb7f,711ab3fda05004ee5f6035f2a0bf099fca39a129,39a9141bbcc3cae43e6f9f6b7fbaafe3
stable,2.0.2,2.12.1,2021-03-12T20:19:40.351677Z,8962f6dc68ec8e2206ac2fa874da4a453856c7d3,5d8bf811b3072390933d69f3e289a4bb673636c4,5b97292b25f0a715613b7a28e0734f77
beta,2.0.1,2.12.0,2021-03-04T21:11:40.554587Z,c5a4b4029c0798f37c4a39b479d7cb75daa7b05c,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
stable,2.0.1,2.12.0,2021-03-04T19:56:41.907628Z,c5a4b4029c0798f37c4a39b479d7cb75daa7b05c,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
dev,2.1.0-10.0.pre,null,2021-03-03T19:18:35.641761Z,cc9b78fc5c4a4d2d51316d9626523336230a89a9,a252ec09b74cca0f8d8d3450566bf77c77f81e8d,f6a6cef736ffc4c3af80bffd37d6e45b
beta,2.0.0,2.12.0,2021-03-03T18:57:32.831474Z,60bd88df915880d23877bfc1602e8ddcf4c4dd2a,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
stable,2.0.0,2.12.0,2021-03-03T17:53:29.475945Z,60bd88df915880d23877bfc1602e8ddcf4c4dd2a,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
beta,1.26.0-17.8.pre,null,2021-02-25T17:57:01.215425Z,044f2cf5607a26f8818dab0f766400e85c52bdff,042c82b02c83c20e57a67d86a8d3b7677d983556,5b97292b25f0a715613b7a28e0734f77
dev,1.27.0-8.0.pre,null,2021-02-24T23:10:48.874181Z,b7d4806243a4e906bf061f79a0e314ba28111aa6,6993cb229b99e6771c6c6c2b884ae006d8160a0f,e8b7543ba0865c5bac45bf158bb3d4c1
beta,1.26.0-17.7.pre,null,2021-02-24T18:23:49.549824Z,68e7d2e301e1969275cd11947e900b6b80405052,4a466e17cb02da06e9e256a278cb9779f2abb245,5b97292b25f0a715613b7a28e0734f77
dev,1.27.0-4.0.pre,null,2021-02-17T23:07:43.415947Z,f8cd24de95b16b5a1ce6ebc0716154271fbf6252,1d537824d6d29bf9967172d32450ef0671097cef,e8b7543ba0865c5bac45bf158bb3d4c1
beta,1.26.0-17.6.pre,null,2021-02-16T19:18:21.576549Z,a29104a69b102a7485cd00d358eaeab219d258ab,21fa8bb99e9a20563d9a7d39afeba8e5c811a7eb,5b97292b25f0a715613b7a28e0734f77
beta,1.26.0-17.5.pre,null,2021-02-11T17:51:48.205806Z,1fe38dcb5fc58242c6e0904a318bcc3ed5a4d837,d4453f601890ec682bbf8f5659b70f15cce1d67d,5b97292b25f0a715613b7a28e0734f77
dev,1.27.0-1.0.pre,null,2021-02-10T23:56:37.818743Z,68c96f100e42ab3dbf43e61e9e2fc875a2d50cb8,b04955656c87de0d80d259792e3a0e4a23b7c260,3309d422163e238c4f079ab2eff8468e
dev,1.26.0-17.1.pre,null,2021-01-29T18:20:51.623493Z,c40e5294dda34d04cd222dfdf765f171e12e4a8d,5d3477eab415fbcc3d58624b07f0a768f8208f98,f825989a7b7325a3cb548893706a89cd
stable,1.22.6,null,2021-01-25T19:47:03.570647Z,9b2d32b605630f28625709ebd9d78ab3016b2bf6,2f0af3715217a0c2ada72c717d4ed9178d68f6ed,8ee4ef7a67df9845fba331734198a953
dev,1.26.0-12.0.pre,null,2021-01-21T18:36:56.763964Z,a706cd211240f27be3b61f06d70f958c7a4156fe,effb529ecec86cbcad2ced2a567cb14ab20b10d5,37f5a68f6d9885a875de9587a2fb600c
beta,1.25.0-8.3.pre,null,2021-01-15T19:54:29.877720Z,5d36f2e7f5387b6c751449258ade8e4e6edf99be,7a8f8ca02c276dce02f8dd42a44e776ac03fa9bc,9e2165577cef0f0f70f9ff072107920c
dev,1.26.0-8.0.pre,null,2021-01-13T17:25:01.089187Z,b9d06fffb2db263ab7021fc39adde7f2bf988a4a,42a8d4c681baf87d2f2829ed3728eee4fe2bc3fe,aec2861b8a7fb93059cdbfbaf230c8a4
beta,1.25.0-8.2.pre,null,2021-01-06T00:07:32.178315Z,b0a22998593fc605c723dee8ff4d9315c32cfe2c,92ae191c17a53144bf4d62f3863c110be08e3fd3,9e2165577cef0f0f70f9ff072107920c
dev,1.26.0-1.0.pre,null,2020-12-16T22:07:55.041449Z,63062a64432cce03315d6b5196fda7912866eb37,4797b066524201e86d6bc5c110104c390899f264,829d11a5989e6bd2526c514b9c2e410e
beta,1.25.0-8.1.pre,null,2020-12-16T21:55:19.340490Z,8f89f6505b941329a864fef1527243a72800bf4d,92ae191c17a53144bf4d62f3863c110be08e3fd3,9e2165577cef0f0f70f9ff072107920c
stable,1.22.5,null,2020-12-10T22:57:36.709896Z,78910062997c3a836feee883712c241a5fd22983,ae90085a8437c0ae94d6b5ad2741739ebc742cb4,8ee4ef7a67df9845fba331734198a953
dev,1.25.0-8.0.pre,null,2020-12-10T19:30:31.030402Z,a12e2a473a3214b4556ca589d2d9bd311ac7c6f1,df39e5c51517a73e61647286ab21252074512c63,9e2165577cef0f0f70f9ff072107920c
dev,1.25.0-4.0.pre,null,2020-12-02T17:01:50.738702Z,a7f5fd5360007518644597c60a1f2169eacccc2b,20caf549695193a9920ca37752eca4f141bbef31,9a7ca53956616eff82b5118a5646ecd7
beta,1.24.0-10.2.pre,null,2020-11-19T15:26:06.042451Z,022b333a089afb81c471ec43d1f1f4f26305d876,07c1eed46b9d9b58df78566e9b8b2e42e80d3380,a2bdb58c7edf9471da9180bf8185e7f7
dev,1.24.0-10.2.pre,null,2020-11-18T22:26:37.493313Z,022b333a089afb81c471ec43d1f1f4f26305d876,07c1eed46b9d9b58df78566e9b8b2e42e80d3380,a2bdb58c7edf9471da9180bf8185e7f7
dev,1.24.0-10.1.pre,null,2020-11-16T20:57:04.768750Z,405c85fe7ee688156028e87a623c9153d05591b2,bd390c0310ed240f5781b55b6eb6d5b9f0e2955f,a2bdb58c7edf9471da9180bf8185e7f7
stable,1.22.4,2.10.4,2020-11-13T20:11:42.086473Z,1aafb3a8b9b0c36241c5f5b34ee914770f015818,2c956a31c0a3d350827aee6c56bb63337c5b4e6e,8ee4ef7a67df9845fba331734198a953
dev,1.24.0-7.0.pre,null,2020-11-05T00:26:10.692106Z,a0860f6e87ba4f9031bee4d6f56c08b970606bee,073263e39d1d12313c9622ac3788cc9f2b01f582,5f5dd71f0d89fecf2ed8f6e87c213275
dev,1.24.0-6.0.pre,null,2020-10-30T19:32:26.946345Z,13896b3bd1858687a06b1639d60c877206170df8,073263e39d1d12313c9622ac3788cc9f2b01f582,5f5dd71f0d89fecf2ed8f6e87c213275
stable,1.22.3,2.10.3,2020-10-30T16:35:53.176150Z,8874f21e79d7ec66d0457c7ab338348e31b17f1d,a1440ca392ca23e874a105c5f3248b495bd0e247,8ee4ef7a67df9845fba331734198a953
dev,1.24.0-3.0.pre,null,2020-10-22T21:19:29.265296Z,2783f8e2e14efec8b7e08f668dde61c40d128c24,defa8be2b10650dad50dfee9324ed8d16eeec13f,2271cfbd1a08b3bb99ea8727cdd0e564
dev,1.24.0-1.0.pre,null,2020-10-20T02:45:48.918341Z,12bea61c2902784fec73b7f5f2ff3415f873fead,069b3cf8f093d44ec4bae1319cbfdc4f8b4753b6,1448a25ffd3b0f8d97bcd5eb5980feb6
stable,1.22.2,2.10.2,2020-10-16T18:22:30.509912Z,84f3d28555368a70270e9ac8390a9441df95e752,b8752bbfff0419c8bf616b602bc59fd28f6a3d1b,8ee4ef7a67df9845fba331734198a953
beta,1.23.0-18.1.pre,null,2020-10-15T23:29:05.996433Z,198df796aa80073ef22bdf249e614e2ff33c6895,1d12d82d9cb54876f58044aa52198d53ec841c3d,953aa80d78c4d8886e3e4d784fd9d95f
dev,1.23.0-18.0.pre,null,2020-10-14T00:38:49.787667Z,37ebe3d82a9d5faeda7d3c1a6ad193030210a2cc,66344068899635154addec16005167113b9c1e9d,953aa80d78c4d8886e3e4d784fd9d95f
dev,1.23.0-13.0.pre,null,2020-10-12T18:10:16.613698Z,4fa4f91d5cc65a5a98c7ccd91bb7d47814048a57,443cd5a1e1b3ef5d98953a6f4cf1b30df582d0ca,49f28fbe1e16c41d8bc794b024c9171b
stable,1.22.1,2.10.1,2020-10-08T22:00:09.613324Z,f30b7f4db93ee747cd727df747941a28ead25ff5,75bef9f6c8ac2ed4e1e04cdfcd88b177d9f1850d,8ee4ef7a67df9845fba331734198a953
beta,1.22.0-12.4.pre,null,2020-10-08T21:41:58.867531Z,f30b7f4db93ee747cd727df747941a28ead25ff5,75bef9f6c8ac2ed4e1e04cdfcd88b177d9f1850d,8ee4ef7a67df9845fba331734198a953
dev,1.23.0-7.0.pre,null,2020-10-01T23:27:31.491417Z,db6e2d8aa5bb9a0bd3e75fc7470268b5a56fd0b0,3a73d073c8bedb678d82ee78daf05037b3a7a85e,70cbcf7b49d7e90b8b50ec409457f1f2
stable,1.22.0,2.10.0,2020-10-01T14:34:00.881067Z,d408d302e22179d598f467e11da5dd968dbdc9ec,5babba6c4d25fa237bbf755ab85c9a0c50b3c6ec,8ee4ef7a67df9845fba331734198a953
beta,1.22.0-12.3.pre,null,2020-09-29T20:24:32.881819Z,d408d302e22179d598f467e11da5dd968dbdc9ec,5babba6c4d25fa237bbf755ab85c9a0c50b3c6ec,8ee4ef7a67df9845fba331734198a953
beta,1.22.0-12.2.pre,null,2020-09-28T16:48:05.583300Z,2bafdc822636426fa09afb43236400a60ea432b2,f763b5b9b936872bc6c84b4395286ce684e3b431,8ee4ef7a67df9845fba331734198a953
dev,1.23.0-4.0.pre,null,2020-09-22T21:17:39.925058Z,83dd176777cd04bd2aaca050f6bb6cb9edbf56a1,2abe69c6081888f28217d8dece4fde2f5490fbab,ebd546b338c127fc12395d652327c084
beta,1.22.0-12.1.pre,null,2020-09-16T17:16:40.811444Z,8b3760638a189741cd9ca881aa2dd237c1df1be5,4654fc6cf6416daae78eac2c211ad84c46e21625,8ee4ef7a67df9845fba331734198a953
stable,1.20.4,2.9.2,2020-09-15T17:49:01.042713Z,fba99f6cf9a14512e461e3122c8ddfaa25394e89,d1bc06f032f9d6c148ea6b96b48261d6f545004f,04645b6182fad3d68350d84669869ce5
dev,1.22.0-12.0.pre,null,2020-09-14T21:53:13.773392Z,a27c242b0eea731317cfec5bbdd9d35452ab3ecb,fee6f9e5333472a1931d00f521252901d60e0c76,8ee4ef7a67df9845fba331734198a953
stable,1.20.3,2.9.2,2020-09-02T18:06:30.513925Z,216dee60c0cc9449f0b29bcf922974d612263e24,d1bc06f032f9d6c148ea6b96b48261d6f545004f,04645b6182fad3d68350d84669869ce5
dev,1.22.0-9.0.pre,null,2020-09-01T19:39:00.885280Z,7a4317519865146acda84702bba8775610598c0c,07e2520d5d8f837da439317adab4ecd7bff2f72d,f5de31057025dabaeb9262ec1b8ef33b
beta,1.21.0-9.2.pre,null,2020-08-28T18:39:17.092143Z,81a45ec2e5f80fa71d5135f1702ce540558b416d,20a953183580250aac2e15d36007664118bda5ab,5f40b0a9f04b5018fa08a9b67fd316cd
dev,1.22.0-1.0.pre,null,2020-08-21T22:07:11.688251Z,ce40de69b7b4f89c66d19c8dbd3bd86ae30f1bc6,81027ab0cc0e7974beee760eb042827a44dd12f3,3fbb5898e1b2294b3b432e5a9baa47c3
beta,1.21.0-9.1.pre,null,2020-08-19T18:43:17.164133Z,be9bc8cb3942bda5d8ef4e44b44616c470625e18,267070c17a6956de1a03dbe09cda56f0c485f41b,5f40b0a9f04b5018fa08a9b67fd316cd
beta,1.20.2,2.9.1,2020-08-14T21:07:28.246902Z,bbfbf1770cca2da7c82e887e4e4af910034800b6,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95,04645b6182fad3d68350d84669869ce5
stable,1.20.2,2.9.1,2020-08-13T21:49:57.376494Z,bbfbf1770cca2da7c82e887e4e4af910034800b6,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95,04645b6182fad3d68350d84669869ce5
dev,1.21.0-9.0.pre,null,2020-08-13T17:31:36.085672Z,7c6f9dd2396dfe7deb6fd11edc12c10786490083,6d86e67f04d8b8cf16c64b466a4e7a04c497f271,5f40b0a9f04b5018fa08a9b67fd316cd
dev,1.21.0-7.0.pre,null,2020-08-07T16:47:56.936647Z,5a6dfa35caaf7bccb35488dc03677c150ebf2d97,083282e33bbb0f7c7cbb9eb2fd1af06ecb636ea9,d87fcd044a4c80e6c35920fc6cdb2942
stable,1.20.1,2.9.0,2020-08-06T17:51:18.839916Z,2ae34518b87dd891355ed6c6ea8cb68c4d52bb9d,c8e3b9485386425213e2973126d6f57e7ed83c54,04645b6182fad3d68350d84669869ce5
stable,1.20.0,2.9.0,2020-08-05T14:29:36.789739Z,840c9205b344a59e48a5926ee2d791cc5640924c,c8e3b9485386425213e2973126d6f57e7ed83c54,04645b6182fad3d68350d84669869ce5
beta,1.20.0-7.4.pre,null,2020-08-03T21:49:15.216860Z,916c3ac648aa0498a70f32b5fc4f6c51447628e3,d6ee1499c27a156a797d9f1539ffb7892855c1d0,04645b6182fad3d68350d84669869ce5
beta,1.20.0-7.3.pre,null,2020-07-29T03:34:51.537375Z,e606910f28be51c8151f6169072afe3b3a8b3c5e,ac95267aef5175b3f6c3387d502070c68f588ad5,04645b6182fad3d68350d84669869ce5
beta,1.20.0-7.2.pre,null,2020-07-21T16:18:22.967962Z,a2bde82fbd52e09057a4146f46889f4e10342d32,60b269d898cbe0be27e9b9ba9d21eae97b887ab6,8b2ca977d1d2920b9839d1b60eade6a7
dev,1.21.0-1.0.pre,null,2020-07-17T03:24:03.608448Z,f25bd9c55c48c139524139b477d04b13e9f36b2c,99c2b3a2455511c3fd37521d9b00972c5345b75b,cf28bbe6b5e0f24ecb48ca8abbcb5f57
dev,1.20.0-7.1.pre,null,2020-07-11T04:18:51.678227Z,7736f3bc90270dcb0480db2ccffbf1d13c28db85,d48085141c2f201b1c534e6926eb39bb52d9db3e,8b2ca977d1d2920b9839d1b60eade6a7
dev,1.20.0-7.0.pre,null,2020-07-09T19:21:38.263441Z,cc1af3afb62187cc37185afddc2d43bfef469db7,0dc86cda19d55aba8b719231c11306eeaca4b798,8b2ca977d1d2920b9839d1b60eade6a7
dev,1.20.0-3.0.pre,null,2020-07-05T04:53:44.915768Z,0af027f80543302c65f99e1c1a2f3b3cbb8d04f3,a751393804dcc8655c3361c1faf256c9291bf26b,ec7f41beae0c8f00109820695ab99a20
beta,1.19.0-4.3.pre,null,2020-07-01T23:46:59.532838Z,8fe7655ed20ffd1395f68e30539a847a01a30351,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
beta,1.19.0-4.2.pre,null,2020-07-01T23:27:53.160554Z,9b9b543d9265484132c798adaab6caca52055b08,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
dev,1.20.0-2.0.pre,null,2020-07-01T23:26:51.051094Z,15a28159bcf4b3db13411cbc8d9b5fc51adc0a93,91a63d6a44c56ca13baadccedc46fd66b001fdbc,76070dd606744a9afc332cb66b613df2
stable,1.17.5,null,2020-07-01T23:24:33.419295Z,8af6b2f038c1172e61d418869363a28dffec3cb4,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
stable,1.17.4,null,2020-06-18T16:04:42.724586Z,1ad9baa8b99a2897c20f9e6e54d3b9b359ade314,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
dev,1.20.0-0.0.pre,null,2020-06-11T15:33:43.923597Z,d9653445f4d1257b5f5adb4b271d1316469e8cf1,e8c13aa012c915c6a290d2a85950af67303e75f9,5a08c49b17aec9162c816303a1433354
beta,1.19.0-4.1.pre,null,2020-06-10T22:07:46.350990Z,f994b769743368b36b9c03fb359f62230b60ab92,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
dev,1.19.0-5.0.pre,null,2020-06-09T23:56:14.424965Z,c264b70ec3b0cf9cd568eba5d65d0ce47fe57e1d,c7f9725521c0dff7712d54f26322ac3463572394,e81d7685ffc22e522c8dde5061e3e0f8
dev,1.19.0-4.0.pre,null,2020-06-05T16:39:36.057354Z,2f7a59a8da20b3a7fbdfb7ac783dbca977a81653,d17c84e7af9081ea95cc4563559fd53e119e6038,59da07d9da5a83be4ce75b7913b63dbd
stable,1.17.3,null,2020-06-04T17:15:43.744344Z,b041144f833e05cf463b8887fa12efdec9493488,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
dev,1.19.0-3.0.pre,null,2020-06-02T20:25:12.215535Z,6135091de9f8f6befc2ec7f8835d28d43a21cd05,e39301f23f324d1685678bcbb1682643e22b3a67,92b48f782c20c41a191a2298e8c4a537
dev,1.19.0-2.0.pre,null,2020-06-01T17:41:58.968805Z,1d395c5e187370f2838bb043d3b438029b484bfc,923687f0e7ff0cddcbd05c98fd3ca12db9c45ac8,92b48f782c20c41a191a2298e8c4a537
stable,1.17.2,null,2020-05-28T21:45:26.846070Z,5f21edf8b66e31a39133177319414395cc5b5f48,b851c718295a896918dc93cb1ff14f2f895a1b90,be7d304ff826e2dfac63538e227c3cc5
beta,1.18.0-11.1.pre,null,2020-05-14T17:55:40.355488Z,2738a1148ba6c9a6114df62358109407c3ef2553,ef9215ceb2884ddf520d321bcd822d1461330876,b58ead73b2c5dfec69565df469bba387
stable,1.17.1,null,2020-05-13T18:12:10.369553Z,f7a6a7906be96d2288f5d63a5a54c515a6e987fe,6bc433c6b6b5b98dcf4cc11aff31cdee90849f32,74edb834fac3fcea79d7ac2d1d6f1fb2
dev,1.19.0-1.0.pre,null,2020-05-12T22:42:16.142124Z,456d80b9ddd74b4b5ca3b77bbfb70ab0e05d3fa8,d96f962ca21a104b08836f34814eb6b267937511,f5ea1e9940b6aaf4df2649a6d379928b
dev,1.19.0-0.0.pre,null,2020-05-08T19:40:11.308167Z,a849daf2836d653ef80e01f428531b3f787671cb,3953c3ccd15a54a0718700aa11ead664b264b7dd,2692b1e03fdf2af47afad07f294e9a9c
dev,1.18.0-13.0.pre,null,2020-05-07T17:15:45.535198Z,8fbfe1cfbf6ac5c5c23930556e1019385005bf81,d6aa099de7c700e7ce44f4ddeb0fc1a078bd0067,2692b1e03fdf2af47afad07f294e9a9c
dev,1.18.0-12.0.pre,null,2020-05-06T22:11:06.703984Z,c2b7342ca470b11cfaad4fbfb094f73aa4c85320,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
dev,1.18.0-11.0.pre,null,2020-05-06T18:45:38.119972Z,8568eda15b2527afd48622257cee3811e0d9da04,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
stable,1.17.0,null,2020-05-06T14:34:15.140240Z,e6b34c2b5c96bb95325269a29a84e83ed8909b5f,540786dd51f112885a89792d678296b95e6622e5,74edb834fac3fcea79d7ac2d1d6f1fb2
dev,1.18.0-10.0.pre,null,2020-05-06T01:46:06.990181Z,9b7b9d795edfdd12c6ad8dd6495bed789c1bac05,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
dev,1.18.0-9.0.pre,null,2020-05-05T23:13:38.294534Z,445570ba1ae89eecaf9409fb5acde7e8b49ee975,040747ed404590aa25490e48b15db10a75e16cba,591abdc59f04644e4d7645c3f0a0f31b
beta,1.17.0-3.4.pre,null,2020-05-02T20:36:26.070374Z,e6b34c2b5c96bb95325269a29a84e83ed8909b5f,540786dd51f112885a89792d678296b95e6622e5,74edb834fac3fcea79d7ac2d1d6f1fb2
beta,1.17.0-3.3.pre,null,2020-04-29T00:00:51.503450Z,0da1ab09224f6c6d69fcff1195a3662fe7ad7534,376ad6a64b08aa26005e3f82aed26de2e290b572,74edb834fac3fcea79d7ac2d1d6f1fb2
dev,1.18.0-8.0.pre,null,2020-04-24T16:42:21.099303Z,e0c63cd35e15e407a80dc44281cc392535fcce25,d2ec21221e299b56e6ecb297e7710c63e7b7ba87,593ab10defb2c9b323d552241c790db7
dev,1.18.0-7.0.pre,null,2020-04-24T13:01:43.529635Z,d482163f59c49c32cb329beb2c3111c8e961d6b9,fe14e03236ca03f4c98056fbccd66e89b5281e15,593ab10defb2c9b323d552241c790db7
beta,1.17.0-3.2.pre,null,2020-04-22T17:16:41.221090Z,2a7bc389f28d83c581f7ddd4601588a22e12512e,4c8c31f591882b3c668992d2e9da761118899f38,74edb834fac3fcea79d7ac2d1d6f1fb2
dev,1.18.0-6.0.pre,null,2020-04-21T22:15:53.662665Z,84c84fb24914e098667649be04614f6ea19d689c,2bde4f0ae4304d8c6d4ed7d5d0a54bc4010f2196,584f76703bdc27bf8e9cf560354e873b
stable,v1.12.13+hotfix.9,null,2020-04-17T21:40:00.498256Z,f139b11009aeb8ed2a3a3aa8b0066e482709dde3,af51afceb8886cc11e25047523c4e0c7e1f5d408,20e5c4f7dc44368ac5a17643b93665f6
dev,1.18.0-dev.5.0,null,2020-04-17T21:38:14.667745Z,7f56b53de4e5da2147c4d30d857a72c6f2e4f42f,beb8a7ec48f6b980a778d19eeda613635c3897c9,28e5a4c9b745e287b24fc03101d8c4d1
dev,1.18.0-dev.4.0,null,2020-04-07T16:38:36.607332Z,8f7327f83a3e094285163ae402c6f94190fc1674,49891e065313d26bbc2ddc9805fb7ed27edae174,8d250dca7ec13e13f7ee6d4dc6e4c866
dev,1.18.0-dev.3.0,null,2020-04-07T04:25:05.542718Z,de1e5729165b61829a8fa7c41b449c6c7ad74c84,df257e59c24175e1f7181db7524c6df605e50031,8d250dca7ec13e13f7ee6d4dc6e4c866
dev,1.18.0-dev.2.0,null,2020-04-06T23:33:17.301127Z,727552e5caa10eee5808452dfbedfc9ef02178b8,df257e59c24175e1f7181db7524c6df605e50031,8d250dca7ec13e13f7ee6d4dc6e4c866
beta,1.17.0-dev.3.1,null,2020-04-06T23:15:19.371085Z,d3ed9ec945f8869f0e136c357d0c2a6be2b60c98,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
dev,1.18.0-dev.1.0,null,2020-04-06T19:06:05.220571Z,fef9d4d7cded15e4deff318c12cc2756c5c28bd6,4cfbe45033ef2788512932fd75d51c84036c204a,5755f145e518c3a3e5467bc0e4206ca0
dev,1.18.0-dev.0.0,null,2020-04-04T23:15:42.693465Z,14f3a36abaace74aeba3e40001ce905336fef415,09bc1fc45e505118e96afedd7ba365e593369697,5755f145e518c3a3e5467bc0e4206ca0
dev,1.17.0-dev.5.0,null,2020-04-04T00:59:29.604092Z,a8b3d1b74fac5251c61c8a898cf7544fd77ddd16,f56e678e7fa9f1249253f06c8c0797ddc67a9df2,d577004bdd4b0ae4aff1fe9418f8e108
dev,1.17.0-dev.4.0,null,2020-04-03T00:00:48.379173Z,66eb92e6259687c6e3434e9c76842b0848775c6b,8166a91bca11b83c16fba8f8fd407e937a2ac89c,d577004bdd4b0ae4aff1fe9418f8e108
dev,1.17.0-dev.3.0,null,2020-04-02T18:55:26.271012Z,3a0d8377410ba85db3fb6a900e83dd211669bfc4,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
dev,1.17.0-dev.2.0,null,2020-04-02T17:23:44.462422Z,a94e647d6b11dd8523a30130a2548d73a3eaff4f,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
dev,1.17.0-dev.1.0,null,2020-04-01T22:17:03.293061Z,d14a301e419af7f3eff7cc3a49bf936c75d2b2f0,fc5b44c901ceb37d3f98715b2b9d857ca64e4db6,9e7cb7c9394c24c2398410b902673e13
dev,1.17.0-dev.0.0,null,2020-03-31T19:32:26.714019Z,aee9e94c21009bfc6c08f442eacde06f001c25f9,c779894d089554620134408b3cb6ea515489dc14,fcf5987e9905b9cb0284432dfa1ea2ff
dev,v1.16.3,null,2020-03-27T18:34:01.712513Z,be3a4b37b3e9ab4e80d45b59bed53708b96d211f,b2bdeb3f0f1683f3e0562f491b5e316240dfbc2c,fcf5987e9905b9cb0284432dfa1ea2ff
dev,v1.16.2,null,2020-03-24T14:59:26.515147Z,58cad787d89cc12e72f1f0ec3f1df6a9796ef029,2d42c74a348d98d2fd372a91953c104e58f185cd,dca728a34350ead7a40d66ae49898ab3
dev,v1.16.1,null,2020-03-19T18:16:28.667976Z,e6b0f5f238d7c67a686e54d09c91e654fa8f215d,216c420a2c06e5266a60a768b3fd0b660551cc9c,f98026d2245e5193b4c4766d883cf831
dev,v1.16.0,null,2020-03-18T22:18:46.105987Z,08768e87e408fd3df8f848b468b876fef1a49f76,083a7c2bcaaf8f2edd1994d2830e0b4a291e7342,3ed814dc5ba54b83877622f07f8efe6a
beta,v1.15.17,null,2020-03-17T17:25:39.733672Z,2294d75bfa8d067ba90230c0fc2268f3636d7584,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
dev,v1.15.22,null,2020-03-16T19:36:37.526998Z,1606d878348e98fb1c401679ca8e006c7b7eb41f,6801b4dae791e458db94775d675fec1fb5efb15f,21c64959ddcffbbe98dd50bf0f56acbe
dev,v1.15.21,null,2020-03-13T20:57:15.085359Z,e2b4edd2865794e4ce9d4e8c40d732ed14eb6fa1,d7a00b8b09b09d299f12ff0709438896153082a6,bcb42ad731bb2252562cf7119e8d38bf
dev,v1.15.20,null,2020-03-11T16:44:47.227798Z,4049889d9eecc8fb3eda316a5c371eeb636b2ae5,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d,ee91a9191a5286c31d91a89754ba36af
dev,v1.15.19,null,2020-03-10T17:35:20.848792Z,60d0fef17ae60b88cb52e6158bda2d91b600299c,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d,ee91a9191a5286c31d91a89754ba36af
dev,v1.15.18,null,2020-03-06T23:41:43.468207Z,9437639590adaa91e3df31cd9ce85133e401cd51,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
